240
-1.13752,0,1.26335|0,1,0|0.366667,1|
-0.802955,0,0.891775|0,-1,0|0.366667,0|
-1.13752,0,1.26335|0,-1,0|0.366667,1|
-0.970819,0,0.705344|0,-1,0|0.4,0|
-1.37533,0,0.999238|0,-1,0|0.4,1|
-0.802955,0,0.891775|0,1,0|0.366667,0|
-0.970819,0,0.705344|0,1,0|0.4,0|
-1.13752,0,1.26335|0,1,0|0.366667,1|
-1.37533,0,0.999238|0,1,0|0.4,1|
-0.970819,0,0.705344|0,-1,0|0.4,0|
-1.37533,0,0.999238|0,-1,0|0.4,1|
-1.09625,0,0.488087|0,-1,0|0.433333,0|
-1.55303,0,0.691456|0,-1,0|0.433333,1|
-0.970819,0,0.705344|0,1,0|0.4,0|
-1.09625,0,0.488087|0,1,0|0.433333,0|
-1.37533,0,0.999238|0,1,0|0.4,1|
-1.55303,0,0.691456|0,1,0|0.433333,1|
-1.09625,0,0.488087|0,-1,0|0.433333,0|
-1.55303,0,0.691456|0,-1,0|0.433333,1|
-1.17378,0,0.249497|0,-1,0|0.466667,0|
-1.66285,0,0.353454|0,-1,0|0.466667,1|
-1.09625,0,0.488087|0,1,0|0.433333,0|
-1.17378,0,0.249497|0,1,0|0.466667,0|
-1.55303,0,0.691456|0,1,0|0.433333,1|
-1.66285,0,0.353454|0,1,0|0.466667,1|
-1.17378,0,0.249497|0,-1,0|0.466667,0|
-1.66285,0,0.353454|0,-1,0|0.466667,1|
-1.2,0,3.04222e-006|0,-1,0|0.5,0|
-1.7,0,4.30981e-006|0,-1,0|0.5,1|
-1.17378,0,0.249497|0,1,0|0.466667,0|
-1.2,0,3.04222e-006|0,1,0|0.5,0|
-1.66285,0,0.353454|0,1,0|0.466667,1|
-1.7,0,4.30981e-006|0,1,0|0.5,1|
-1.2,0,3.04222e-006|0,-1,0|0.5,0|
-1.7,0,4.30981e-006|0,-1,0|0.5,1|
-1.17378,0,-0.249491|0,-1,0|0.533333,0|
-1.66285,0,-0.353445|0,-1,0|0.533333,1|
-1.2,0,3.04222e-006|0,1,0|0.5,0|
-1.17378,0,-0.249491|0,1,0|0.533333,0|
-1.7,0,4.30981e-006|0,1,0|0.5,1|
-1.66285,0,-0.353445|0,1,0|0.533333,1|
-1.17378,0,-0.249491|0,-1,0|0.533333,0|
-1.66285,0,-0.353445|0,-1,0|0.533333,1|
-1.09626,0,-0.488081|0,-1,0|0.566667,0|
-1.55303,0,-0.691448|0,-1,0|0.566667,1|
-1.17378,0,-0.249491|0,1,0|0.533333,0|
-1.09626,0,-0.488081|0,1,0|0.566667,0|
-1.66285,0,-0.353445|0,1,0|0.533333,1|
-1.55303,0,-0.691448|0,1,0|0.566667,1|
-1.09626,0,-0.488081|0,-1,0|0.566667,0|
-1.55303,0,-0.691448|0,-1,0|0.566667,1|
-0.970823,0,-0.705339|0,-1,0|0.6,0|
-1.37533,0,-0.999231|0,-1,0|0.6,1|
-1.09626,0,-0.488081|0,1,0|0.566667,0|
-0.970823,0,-0.705339|0,1,0|0.6,0|
-1.55303,0,-0.691448|0,1,0|0.566667,1|
-1.37533,0,-0.999231|0,1,0|0.6,1|
-0.970823,0,-0.705339|0,-1,0|0.6,0|
-1.37533,0,-0.999231|0,-1,0|0.6,1|
-0.80296,0,-0.891771|0,-1,0|0.633333,0|
-1.13753,0,-1.26334|0,-1,0|0.633333,1|
-0.970823,0,-0.705339|0,1,0|0.6,0|
-0.80296,0,-0.891771|0,1,0|0.633333,0|
-1.37533,0,-0.999231|0,1,0|0.6,1|
-1.13753,0,-1.26334|0,1,0|0.633333,1|
-0.80296,0,-0.891771|0,-1,0|0.633333,0|
-1.13753,0,-1.26334|0,-1,0|0.633333,1|
-0.600004,0,-1.03923|0,-1,0|0.666667,0|
-0.850006,0,-1.47224|0,-1,0|0.666667,1|
-0.80296,0,-0.891771|0,1,0|0.633333,0|
-0.600004,0,-1.03923|0,1,0|0.666667,0|
-1.13753,0,-1.26334|0,1,0|0.633333,1|
-0.850006,0,-1.47224|0,1,0|0.666667,1|
-0.600004,0,-1.03923|0,-1,0|0.666667,0|
-0.850006,0,-1.47224|0,-1,0|0.666667,1|
-0.370824,0,-1.14127|0,-1,0|0.7,0|
-0.525334,0,-1.61679|0,-1,0|0.7,1|
-0.600004,0,-1.03923|0,1,0|0.666667,0|
-0.370824,0,-1.14127|0,1,0|0.7,0|
-0.850006,0,-1.47224|0,1,0|0.666667,1|
-0.525334,0,-1.61679|0,1,0|0.7,1|
-0.370824,0,-1.14127|0,-1,0|0.7,0|
-0.525334,0,-1.61679|0,-1,0|0.7,1|
-0.125439,0,-1.19343|0,-1,0|0.733333,0|
-0.177705,0,-1.69069|0,-1,0|0.733333,1|
-0.370824,0,-1.14127|0,1,0|0.7,0|
-0.125439,0,-1.19343|0,1,0|0.733333,0|
-0.525334,0,-1.61679|0,1,0|0.7,1|
-0.177705,0,-1.69069|0,1,0|0.733333,1|
-0.125439,0,-1.19343|0,-1,0|0.733333,0|
-0.177705,0,-1.69069|0,-1,0|0.733333,1|
0.125429,0,-1.19343|0,-1,0|0.766667,0|
0.177692,0,-1.69069|0,-1,0|0.766667,1|
-0.125439,0,-1.19343|0,1,0|0.733333,0|
0.125429,0,-1.19343|0,1,0|0.766667,0|
-0.177705,0,-1.69069|0,1,0|0.733333,1|
0.177692,0,-1.69069|0,1,0|0.766667,1|
0.125429,0,-1.19343|0,-1,0|0.766667,0|
0.177692,0,-1.69069|0,-1,0|0.766667,1|
0.370816,0,-1.14127|0,-1,0|0.8,0|
0.525322,0,-1.6168|0,-1,0|0.8,1|
0.125429,0,-1.19343|0,1,0|0.766667,0|
0.370816,0,-1.14127|0,1,0|0.8,0|
0.177692,0,-1.69069|0,1,0|0.766667,1|
0.525322,0,-1.6168|0,1,0|0.8,1|
0.370816,0,-1.14127|0,-1,0|0.8,0|
0.525322,0,-1.6168|0,-1,0|0.8,1|
0.599995,0,-1.03923|0,-1,0|0.833333,0|
0.849994,0,-1.47225|0,-1,0|0.833333,1|
0.370816,0,-1.14127|0,1,0|0.8,0|
0.599995,0,-1.03923|0,1,0|0.833333,0|
0.525322,0,-1.6168|0,1,0|0.8,1|
0.849994,0,-1.47225|0,1,0|0.833333,1|
0.599995,0,-1.03923|0,-1,0|0.833333,0|
0.849994,0,-1.47225|0,-1,0|0.833333,1|
0.802953,0,-0.891778|0,-1,0|0.866667,0|
1.13752,0,-1.26335|0,-1,0|0.866667,1|
0.599995,0,-1.03923|0,1,0|0.833333,0|
0.802953,0,-0.891778|0,1,0|0.866667,0|
0.849994,0,-1.47225|0,1,0|0.833333,1|
1.13752,0,-1.26335|0,1,0|0.866667,1|
0.802953,0,-0.891778|0,-1,0|0.866667,0|
1.13752,0,-1.26335|0,-1,0|0.866667,1|
0.970817,0,-0.705347|0,-1,0|0.9,0|
1.37532,0,-0.999242|0,-1,0|0.9,1|
0.802953,0,-0.891778|0,1,0|0.866667,0|
0.970817,0,-0.705347|0,1,0|0.9,0|
1.13752,0,-1.26335|0,1,0|0.866667,1|
1.37532,0,-0.999242|0,1,0|0.9,1|
0.970817,0,-0.705347|0,-1,0|0.9,0|
1.37532,0,-0.999242|0,-1,0|0.9,1|
1.09625,0,-0.488089|0,-1,0|0.933333,0|
1.55302,0,-0.691459|0,-1,0|0.933333,1|
0.970817,0,-0.705347|0,1,0|0.9,0|
1.09625,0,-0.488089|0,1,0|0.933333,0|
1.37532,0,-0.999242|0,1,0|0.9,1|
1.55302,0,-0.691459|0,1,0|0.933333,1|
1.09625,0,-0.488089|0,-1,0|0.933333,0|
1.55302,0,-0.691459|0,-1,0|0.933333,1|
1.17378,0,-0.2495|0,-1,0|0.966667,0|
1.66285,0,-0.353458|0,-1,0|0.966667,1|
1.09625,0,-0.488089|0,1,0|0.933333,0|
1.17378,0,-0.2495|0,1,0|0.966667,0|
1.55302,0,-0.691459|0,1,0|0.933333,1|
1.66285,0,-0.353458|0,1,0|0.966667,1|
1.17378,0,-0.2495|0,-1,0|0.966667,0|
1.66285,0,-0.353458|0,-1,0|0.966667,1|
1.2,0,-6.08444e-006|0,-1,0|1,0|
1.7,0,-8.61962e-006|0,-1,0|1,1|
1.17378,0,-0.2495|0,1,0|0.966667,0|
1.2,0,-6.08444e-006|0,1,0|1,0|
1.66285,0,-0.353458|0,1,0|0.966667,1|
1.7,0,-8.61962e-006|0,1,0|1,1|
360
0,1,2,2,1,3,4,5,6,6,5,7,8,9,10,10,9,11,12,13,14,14,13,15,16,17,18,18,17,19,20,21,22,22,21,23,24,25,26,26,25,27,28,29,30,30,29,31,32,33,34,34,33,35,36,37,38,38,37,39,40,41,42,42,41,43,44,45,46,46,45,47,48,49,50,50,49,51,52,53,54,54,53,55,56,57,58,58,57,59,60,61,62,62,61,63,64,65,66,66,65,67,68,69,70,70,69,71,72,73,74,74,73,75,76,77,78,78,77,79,80,81,82,82,81,83,84,85,86,86,85,87,88,89,90,90,89,91,92,93,94,94,93,95,96,97,98,98,97,99,100,101,102,102,101,103,104,105,106,106,105,107,108,109,110,110,109,111,112,113,114,114,113,115,116,117,118,118,117,119,120,121,122,122,121,123,124,125,126,126,125,127,128,129,130,130,129,131,132,133,134,134,133,135,136,137,138,138,137,139,140,141,142,142,141,143,144,145,146,146,145,147,148,149,150,150,149,151,152,153,154,154,153,155,156,157,158,158,157,159,160,161,162,162,161,163,164,165,166,166,165,167,168,169,170,170,169,171,172,173,174,174,173,175,176,177,178,178,177,179,180,181,182,182,181,183,184,185,186,186,185,187,188,189,190,190,189,191,192,193,194,194,193,195,196,197,198,198,197,199,200,201,202,202,201,203,204,205,206,206,205,207,208,209,210,210,209,211,212,213,214,214,213,215,216,217,218,218,217,219,220,221,222,222,221,223,224,225,226,226,225,227,228,229,230,230,229,231,232,233,234,234,233,235,236,237,238,238,237,239,
